YEAR,QUARTER,ID,RGDP1,RGDP2,RGDP3,RGDP4,RGDP5,RGDP6
2000,3,504,9308.8,9389.2,9470.3,9545.2,9627.6,9716.6
2000,3,506,9308.8,9391.471,9472.589,9563.626,9646.231,9724.847
2000,3,507,9308.8,9351.0,9430.0,9514.0,9599.0,9666.0
2000,3,508,9308.8,9358.0,9452.2,9494.3,9579.8,9669.1
2000,3,510,9308.8,9391.471,9515.767,9572.354,9610.416,9719.079
2000,3,512,9308.8,9387.0,9465.0,9516.0,9590.0,9665.0
2000,4,20,9382.2,9482.3,9598.8,9705.5,9806.0,9907.0
2000,4,40,9382.2,9458.6,9533.8,9614.5,9684.8,9754.3
2000,4,65,9382.2,9428.764,9463.925,9510.894,9569.787,9629.046
2000,4,84,9385.0,9451.0,9503.0,9581.0,9693.0,9806.0
2000,4,99,9382.2,9470.0,9548.0,9627.0,9708.0,9792.0
2000,4,407,9382.2,9439.0,9511.1,9574.0,9633.9,9711.8
2000,4,411,9382.2,9451.7,9527.0,9601.2,9675.7,9762.0
2000,4,420,9382.2,9450.0,9519.0,9578.0,9628.0,9673.0
2000,4,421,9382.2,9476.0,9500.0,9535.0,9612.0,9717.0
2000,4,423,9382.2,9465.1,9544.3,9625.8,9707.8,9790.6
2000,4,426,9382.2,9481.472,9549.478,9627.304,9708.112,9765.844
2000,4,428,9382.2,9440.6,9526.7,9603.0,9680.6,9764.9
2000,4,431,9382.2,9420.8,9480.6,9569.3,9652.0,9742.3
2000,4,433,9382.2,9463.238,9547.281,9622.76,9694.133,9766.035
2000,4,439,9382.2,9420.6,9493.6,9583.0,9672.7,9763.1
2000,4,446,9382.2,9465.5,9549.6,9634.4,9722.3,9811.0
2000,4,456,9382.2,9470.9,9551.0,9617.9,9679.5,9750.8
2000,4,463,9382.2,9479.0,9577.0,9643.0,9720.0,9878.0
2000,4,465,9382.2,9464.0,9536.0,9629.0,9719.0,9806.0
2000,4,475,9382.2,9442.6,9505.7,9555.2,9605.0,9655.0
2000,4,483,9395.3,9452.8,9537.0,9631.5,9724.4,9824.3
2000,4,485,9382.2,9507.0,9550.0,9500.0,9450.0,9500.0
2000,4,488,9382.2,9463.0,9540.0,9612.0,9680.0,9748.0
2000,4,497,9382.2,9456.3,9530.6,9611.6,9695.2,9781.5
2000,4,498,9382.2,9458.7,9541.4,9631.0,9725.3,9820.2
2000,4,499,9382.2,9447.197,9537.99,9634.286,9729.217,9827.443
2000,4,500,9382.2,9428.0,9502.8,9576.3,9654.4,9729.8
2000,4,501,9382.2,9456.374,9533.441,9608.811,9689.464,9777.874
2000,4,502,9382.2,9451.789,9510.316,9569.207,9640.183,9711.685
2000,4,504,9382.2,9463.2,9539.2,9621.6,9710.6,9806.2
2000,4,506,9382.2,9447.197,9526.494,9604.134,9670.668,9744.76
2000,4,508,9382.2,9433.2,9505.6,9599.1,9697.8,9779.6
2000,4,510,9382.2,9467.807,9538.03,9590.063,9689.21,9815.116
2000,4,512,9382.2,9493.0,9611.0,9680.0,9770.0,9836.0
2001,1,20,9401.5,9458.8,9539.6,9626.4,9716.4,9802.9
2001,1,40,9401.5,9445.9,9522.4,9609.9,9695.7,9791.7
2001,1,65,9401.5,9436.559,9471.748,9518.756,9577.698,9639.355
2001,1,84,9401.5,9425.0,9452.0,9542.0,9652.0,
2001,1,94,9401.5,9421.7,9477.0,9534.3,9619.5,9724.5
2001,1,99,9401.5,9444.0,9503.0,9591.0,9665.0,9765.0
2001,1,411,9401.5,9419.0,9478.0,9562.4,9654.0,9745.1
2001,1,421,9401.5,9401.0,9436.0,9509.0,9609.0,9717.0
2001,1,423,9401.5,9464.9,9536.1,9587.6,9623.7,9677.4
2001,1,428,9401.5,9410.8,9461.2,9537.3,9627.6,9724.9
2001,1,429,9401.5,9380.9,9396.5,9451.2,9526.9,9632.7
2001,1,431,9401.5,9404.6,9444.3,9509.3,9598.3,9692.1
2001,1,433,9401.5,9413.229,9443.675,9516.027,9605.169,9690.473
2001,1,439,9401.5,9421.3,9486.4,9578.7,9662.5,9744.9
2001,1,446,9401.5,9424.9,9471.7,9551.2,9636.0,9726.3
2001,1,456,9401.5,9394.8,9418.9,9467.3,9529.4,9605.8
2001,1,463,9401.5,9416.0,9458.0,9546.0,9654.0,9745.0
2001,1,465,9401.5,9388.0,9443.0,9509.0,9620.0,9722.0
2001,1,472,9401.5,9455.4,9517.8,9592.9,9682.6,9782.8
2001,1,475,9401.5,9389.7,9380.3,9387.3,9417.7,9462.1
2001,1,483,9401.5,9340.6,9330.2,9384.0,9452.8,9516.8
2001,1,484,9401.5,9415.57,9462.299,9523.213,9584.52,9653.264
2001,1,485,9401.5,9375.0,9350.0,9550.0,9725.0,9850.0
2001,1,497,9401.5,9424.7,9476.7,9552.8,9642.1,9720.4
2001,1,498,9401.5,9437.4,9489.9,9565.7,9655.6,9752.5
2001,1,499,9401.5,9419.9,9492.9,9568.4,9636.0,9709.7
2001,1,500,9401.5,9415.57,9483.104,9567.323,9663.916,9759.139
2001,1,502,9401.5,9443.524,9485.736,9556.093,9626.971,9698.375
2001,1,504,9401.5,9401.5,9436.6,9483.4,9553.7,9636.3
2001,1,506,9402.0,9418.41,9465.153,9528.406,9610.707,9681.99
2001,1,507,9401.5,9442.0,9518.0,9639.0,9717.0,9823.0
2001,1,508,9401.5,9444.9,9535.5,9625.5,9695.6,9778.9
2001,1,510,9401.5,9436.559,9478.739,9562.92,9664.104,9735.784
2001,1,512,9401.5,9425.0,9465.0,9541.0,9625.0,9711.0
2001,1,516,9401.5,9455.2,9514.7,9612.8,9716.4,9811.1
2001,2,20,9439.9,9454.0,9488.0,9538.0,9587.4,9641.2
2001,2,40,9439.9,9490.6,9548.9,9612.2,9690.2,9766.8
2001,2,65,9439.9,9468.094,9512.75,9566.982,9626.224,9690.553
2001,2,84,9432.0,9471.0,9528.0,9614.0,9684.0,9754.0
2001,2,94,9439.9,9471.3,9532.4,9576.7,9620.6,9685.8
2001,2,407,9439.9,9474.3,9455.2,9440.7,9537.6,9625.0
2001,2,411,9439.9,9489.8,9562.8,9642.7,9721.2,9799.4
2001,2,421,9439.9,9486.0,9560.0,9665.0,9750.0,9823.0
2001,2,423,9439.9,9506.0,9554.0,9588.0,9640.0,9693.0
2001,2,428,9439.9,9471.3,9491.8,9553.8,9640.7,9734.9
2001,2,429,9439.9,9409.3,9425.4,9476.9,9561.7,9622.8
2001,2,431,9439.9,9457.8,9496.2,9547.9,9616.2,9688.9
2001,2,433,9439.9,9451.678,9498.586,9566.714,9651.676,9732.689
2001,2,446,9439.9,9475.1,9533.7,9604.5,9685.1,9771.1
2001,2,456,9439.9,9463.4,9486.0,9533.1,9603.8,9686.8
2001,2,463,9439.9,9456.0,9522.0,9611.0,9701.0,9792.0
2001,2,465,9439.9,9429.7,9465.1,9550.4,9636.1,9739.7
2001,2,472,9439.9,9474.9,9551.6,9663.4,9773.2,9877.8
2001,2,484,9439.9,9470.432,9515.1,9574.02,9633.305,9707.11
2001,2,485,9439.9,9460.0,9500.0,9600.0,9650.0,9725.0
2001,2,497,9439.9,9475.0,9548.1,9627.3,9717.6,9794.0
2001,2,498,9439.9,9475.6,9522.8,9604.6,9706.5,9808.1
2001,2,499,9439.9,9462.4,9530.0,9576.0,9609.0,9664.3
2001,2,500,9439.9,9486.75,9564.065,9642.011,9729.988,9821.135
2001,2,502,9439.9,9463.412,9522.012,9592.637,9663.786,9735.463
2001,2,504,9439.9,9439.9,9486.7,9557.1,9639.7,9722.9
2001,2,506,9439.9,9465.3,9495.2,9542.6,9607.8,9687.9
2001,2,507,9439.9,9469.0,9524.0,9603.0,9704.0,9812.0
2001,2,508,9439.9,9491.0,9577.8,9659.0,9744.3,9833.4
2001,2,510,9439.9,9454.028,9500.948,9557.448,9616.63,9687.957
2001,2,512,9439.9,9468.0,9504.0,9608.0,9701.0,9773.0
2001,2,516,9439.9,9473.5,9512.7,9574.0,9663.2,9755.4
2001,2,518,9439.9,9451.0,9489.0,9547.0,9627.0,9718.0
2001,3,20,9351.6,9378.0,9410.0,9462.4,9505.1,9568.4
2001,3,40,9351.6,9396.1,9457.6,9527.0,9598.3,9681.3
2001,3,65,9351.6,9391.093,9456.151,9530.909,9608.584,9689.235
2001,3,84,9342.0,9378.0,9465.0,9536.0,9610.0,9674.0
2001,3,99,9351.6,9372.0,9492.0,9586.0,9668.0,9751.0
2001,3,407,9351.6,9333.3,9378.2,9455.3,9537.4,9635.9
2001,3,411,9351.6,9395.7,9465.0,9536.1,9613.8,9689.3
2001,3,420,9351.6,9380.0,9415.0,9472.0,9518.0,9585.0
2001,3,421,9351.6,9412.0,9521.0,9611.0,9698.0,9745.0
2001,3,426,9351.6,9358.605,9374.94,9423.776,9482.131,9545.497
2001,3,428,9351.6,9396.2,9444.3,9499.6,9573.7,9674.2
2001,3,429,9351.6,9374.8,9436.9,9503.5,9565.1,9627.3
2001,3,431,9351.6,9418.1,9447.3,9505.7,9574.4,9637.4
2001,3,433,9351.6,9391.093,9453.851,9514.71,9585.281,9649.337
2001,3,439,9351.6,9375.4,9443.3,9539.0,9616.5,9684.8
2001,3,456,9351.6,9374.9,9432.9,9491.4,9538.5,9585.8
2001,3,463,9351.6,9393.0,9472.0,9529.0,9604.0,9675.0
2001,3,465,9351.6,9360.7,9423.7,9494.0,9578.0,9685.0
2001,3,483,9351.6,9372.4,9434.3,9512.6,9572.0,9632.3
2001,3,484,9351.6,9363.268,9414.346,9470.33,9559.044,9646.264
2001,3,485,9351.6,9450.0,9464.0,9475.0,9500.0,9500.0
2001,3,488,9351.6,9377.0,9449.0,9532.0,9627.0,9724.0
2001,3,498,9351.6,9400.6,9483.2,9574.1,9673.0,9771.1
2001,3,499,9351.6,9393.3,9411.9,9479.0,9530.4,9577.7
2001,3,500,9351.6,9395.707,9465.396,9535.601,9613.314,9689.315
2001,3,502,9351.6,9374.892,9421.419,9491.298,9561.695,9620.903
2001,3,504,9351.6,9374.9,9432.9,9502.9,9573.4,9656.1
2001,3,507,9351.6,9371.0,9463.0,9574.0,9684.0,9756.0
2001,3,508,9351.6,9400.3,9467.7,9531.0,9620.3,9712.7
2001,3,510,9351.6,9398.011,9440.02,9486.87,9522.247,9562.461
2001,3,512,9351.6,9363.0,9407.0,9470.0,9525.0,9616.0
2001,3,516,9351.6,9388.783,9446.921,9507.736,9582.902,9672.671
2001,3,518,9351.6,9384.16,9442.27,9512.304,9592.147,9670.322
2001,4,20,9333.4,9345.0,9358.1,9374.4,9392.0,9418.0
2001,4,40,9333.4,9323.9,9358.0,9422.0,9514.4,9618.6
2001,4,65,9333.4,9298.201,9298.201,9355.778,9425.171,9495.078
2001,4,84,9333.4,9320.0,9398.0,9458.0,9518.0,9581.0
2001,4,407,9333.4,9312.6,9320.4,9378.4,9472.7,9557.3
2001,4,411,9333.4,9263.0,9316.1,9397.3,9482.0,9555.2
2001,4,420,9323.0,9258.0,9249.0,9304.0,9376.0,9463.0
2001,4,423,9333.4,9342.4,9398.4,9442.7,9524.2,9593.5
2001,4,426,9333.4,9262.599,9246.347,9280.827,9345.122,9402.989
2001,4,428,9333.4,9290.1,9290.0,9338.7,9431.1,9539.7
2001,4,429,9333.4,9281.3,9289.2,9320.9,9379.3,9448.4
2001,4,433,9333.4,9288.747,9281.772,9323.262,9406.062,9503.307
2001,4,446,9333.4,9274.5,9262.9,9320.3,9389.4,9470.5
2001,4,456,9333.4,9250.6,9227.4,9238.9,9318.7,9387.9
2001,4,463,9333.4,9286.0,9298.0,9385.0,9477.0,9594.0
2001,4,472,9333.4,9301.5,9305.4,9366.5,9451.5,9553.6
2001,4,485,9333.4,9190.5,9150.0,9200.0,9275.0,9375.0
2001,4,488,9333.4,9280.0,9345.0,9425.0,9524.0,9630.0
2001,4,497,9333.4,9254.2,9239.6,9276.3,,
2001,4,498,9333.4,9297.9,9274.7,9344.2,9458.1,9574.0
2001,4,499,9333.4,9273.0,9253.4,9315.7,9359.2,9390.2
2001,4,504,9333.4,9286.4,9239.6,9285.5,9376.9,9469.3
2001,4,506,9333.4,9284.01,9246.648,9303.906,9391.062,9508.573
2001,4,507,9333.4,9288.0,9325.0,9437.0,9550.0,9623.0
2001,4,508,9333.4,9302.1,9357.6,9471.0,9602.3,9726.7
2001,4,512,9333.4,9309.0,9349.0,9433.0,9530.0,9625.0
2001,4,516,9333.4,9294.9,9278.9,9329.2,9404.9,9485.4
2001,4,518,9333.4,9255.428,9182.849,9159.805,9258.941,9359.151
2001,4,519,9333.4,9287.9,9299.5,9349.9,9433.0,9533.8
2002,1,20,9315.6,9328.1,9340.4,9367.0,9401.0,9432.0
2002,1,40,9315.6,9331.2,9385.6,9464.0,9555.2,9629.5
2002,1,65,9315.6,9327.223,9373.513,9443.037,9524.601,9606.869
2002,1,84,9315.6,9410.0,9467.0,9525.0,9589.0,
2002,1,99,9315.6,9389.0,9521.0,9555.0,9680.0,9726.0
2002,1,407,9315.6,9329.6,9395.6,9474.2,9563.8,9649.5
2002,1,411,9315.6,9371.0,9448.7,9526.9,9602.8,9692.4
2002,1,421,9315.6,9416.0,9498.0,9605.0,9675.0,9752.0
2002,1,423,9315.6,9367.4,9409.8,9490.1,9558.4,9644.3
2002,1,426,9315.6,9329.542,9378.141,9438.513,9503.899,9576.714
2002,1,428,9315.6,9346.4,9391.4,9454.1,9552.3,9665.6
2002,1,429,9315.6,9348.6,9410.9,9504.3,9585.4,9658.9
2002,1,431,9315.6,9384.694,9488.536,9572.804,9657.819,9745.94
2002,1,433,9315.6,9368.708,9445.062,9510.494,9574.05,9649.74
2002,1,439,9315.6,9391.0,9481.0,9575.0,9645.0,9727.0
2002,1,446,9315.6,9357.2,9426.6,9501.2,9583.2,9668.3
2002,1,463,9315.6,9362.0,9449.0,9543.0,9660.0,9755.0
2002,1,465,9315.6,9351.9,9386.3,9486.8,9576.2,9614.3
2002,1,483,9315.6,9319.6,9406.6,9500.2,9577.5,9655.5
2002,1,484,9315.6,9280.468,9315.075,9377.325,9437.692,9512.305
2002,1,485,9315.6,9250.0,9200.0,9250.0,9300.0,9350.0
2002,1,498,9315.6,9362.3,9432.6,9549.3,9666.0,9761.9
2002,1,499,9315.6,9318.3,9347.8,9349.8,9464.2,9516.6
2002,1,500,9315.6,9354.941,9433.464,9510.345,9571.568,9635.532
2002,1,502,9315.6,9345.729,9403.6,9484.822,9575.977,9677.299
2002,1,507,9315.6,9328.0,9420.0,9528.0,9642.0,9697.0
2002,1,508,9315.6,9380.9,9489.6,9613.3,9724.4,9838.9
2002,1,510,9315.6,9405.128,9461.058,9538.164,9613.57,9673.1
2002,1,512,9315.6,9327.0,9403.0,9494.0,9599.0,9637.0
2002,1,516,9315.6,9322.0,9341.3,9391.0,9452.2,9533.8
2002,1,517,9315.6,9301.595,9292.279,9294.602,9320.057,
2002,1,518,9315.6,9289.875,9308.399,9388.8,9479.031,9565.521
2002,1,519,9315.6,9368.1,9454.0,9518.3,9623.7,9717.2
2002,1,520,9315.6,9359.0,9435.2,9524.7,9607.4,9688.8
2002,1,521,9315.6,9327.223,9373.513,9443.037,9536.083,9630.046
2002,2,20,9482.1,9516.1,9560.7,9601.0,9660.8,9709.1
2002,2,40,9482.1,9559.0,9597.4,9649.3,9723.4,9798.4
2002,2,65,9482.1,9493.93,9541.048,9611.814,9694.836,9778.574
2002,2,84,9482.1,9586.0,9647.0,9706.0,,
2002,2,99,9482.1,9525.0,9652.0,9698.0,9772.0,9851.0
2002,2,405,9482.1,9552.4,9611.6,9694.6,9801.9,9874.6
2002,2,407,9482.1,9530.7,9605.0,9697.2,9776.9,9860.8
2002,2,420,9485.0,9551.0,9635.0,9731.0,9811.0,9880.0
2002,2,421,9482.1,9565.0,9673.0,9743.0,9828.0,9892.0
2002,2,423,,,,,,
2002,2,426,9482.1,9503.362,9599.309,9644.584,9748.968,9826.041
2002,2,428,9482.1,9536.3,9587.8,9665.2,9767.9,9881.0
2002,2,429,9482.1,9546.5,9628.6,9720.9,9794.3,9861.3
2002,2,431,9482.1,9560.8,9627.2,9705.0,9780.6,9866.5
2002,2,433,9482.1,9561.689,9625.588,9682.829,9757.014,9838.911
2002,2,439,9482.0,9538.0,9637.0,9720.0,9796.0,9867.0
2002,2,446,9482.1,9552.5,9632.7,9715.9,9802.1,9884.4
2002,2,456,9482.1,9552.4,9611.6,9671.1,9742.8,9827.0
2002,2,463,9482.1,9587.0,9658.0,9753.0,9837.0,9934.0
2002,2,465,9482.1,9519.0,9621.0,9712.0,9808.0,9909.0
2002,2,472,9482.1,9544.2,9626.7,9697.6,9764.2,9851.2
2002,2,483,9482.1,9508.1,9600.4,9677.8,9748.8,9826.2
2002,2,484,9482.1,9505.717,9569.241,9642.556,9718.787,9797.993
2002,2,485,9482.1,9493.0,9500.0,9525.0,9600.0,9700.0
2002,2,497,,,,,,
2002,2,500,9482.1,9538.487,9623.198,9715.683,9809.056,9903.326
2002,2,502,9482.1,9536.157,9602.221,9673.441,9768.758,9865.014
2002,2,504,9482.1,9575.5,9682.4,9767.0,9851.3,9912.3
2002,2,507,9482.1,9582.0,9634.0,9706.0,9793.0,9908.0
2002,2,508,9482.1,9554.6,9673.5,9806.5,9908.1,10002.3
2002,2,510,9482.1,9570.924,9665.23,9758.119,9813.751,9905.682
2002,2,512,9482.1,9542.0,9612.0,9671.0,9722.0,9753.0
2002,2,516,9482.1,9537.8,9601.8,9688.0,9779.0,9872.0
2002,2,518,9482.1,9529.5,9611.7,9701.7,9810.3,9904.0
2002,2,519,9482.0,9532.0,9585.0,9688.0,9783.0,9883.0
2002,2,520,9482.1,9534.8,9616.9,9698.7,9783.2,9870.9
2002,2,521,9482.1,9540.815,9611.58,9706.287,9801.927,9886.591
2002,3,20,9387.9,9432.0,9475.8,9538.8,9593.3,9653.3
2002,3,40,9387.9,9404.9,9460.3,9545.0,9630.4,9735.7
2002,3,84,9387.9,9467.0,9530.0,9592.0,9662.0,9731.0
2002,3,99,9387.9,9440.0,9525.0,9598.0,9707.0,9874.0
2002,3,405,9387.9,9434.5,9516.0,9621.3,9692.6,9764.5
2002,3,407,9387.9,9448.7,9505.3,9572.4,9643.6,9721.4
2002,3,411,9387.9,9445.9,9503.4,9586.0,9673.5,9763.2
2002,3,420,9387.9,9442.0,9508.0,9586.0,9658.0,9750.0
2002,3,421,9387.9,9481.8,9550.5,9634.1,9696.7,9771.9
2002,3,426,9387.9,9425.229,9483.592,9572.43,9645.769,9740.813
2002,3,428,9387.9,9446.0,9500.2,9571.0,9658.3,9763.2
2002,3,429,9387.9,9429.6,9479.9,9555.7,9655.6,9740.4
2002,3,433,9387.9,9439.113,9492.926,9556.364,9627.244,9705.704
2002,3,439,9388.0,9448.0,9537.0,9635.0,9706.0,9790.0
2002,3,446,9387.9,9446.0,9516.1,9598.3,9683.5,9767.2
2002,3,448,9387.9,9441.1,9494.9,9611.7,9713.4,9805.1
2002,3,456,9387.9,9446.0,9492.9,9540.0,9599.1,9670.3
2002,3,463,9387.9,9469.0,9562.0,9656.0,9752.0,9848.0
2002,3,465,9387.9,9438.0,9514.0,9587.0,9659.0,9726.0
2002,3,483,9387.9,9428.4,9462.9,9521.8,9588.8,9666.8
2002,3,484,9387.9,9352.496,9385.06,9440.87,9527.012,9616.257
2002,3,497,9387.9,9447.9,9512.8,9596.8,9684.8,
2002,3,498,9387.9,9469.3,9550.1,9652.1,9752.7,9853.6
2002,3,500,9387.9,9411.282,9481.086,9562.979,9650.234,9740.634
2002,3,502,9387.9,9443.728,9509.15,9579.681,9650.733,9734.091
2002,3,504,9387.9,9457.5,9504.5,9575.0,9657.7,9752.8
2002,3,507,9387.9,9488.0,9571.0,9652.0,9717.0,9878.0
2002,3,508,9387.9,9471.3,9586.0,9697.8,9784.6,9865.1
2002,3,510,9387.9,9473.559,9562.303,9681.957,9784.4,9890.297
2002,3,512,9387.9,9420.0,9489.0,9557.0,9628.0,9701.0
2002,3,516,9387.9,9470.2,9542.4,9629.2,9723.0,9816.9
2002,3,518,9387.9,9437.4,9490.0,9560.9,9620.4,9701.2
2002,3,519,9387.9,9460.7,9536.8,9630.6,9719.8,9804.5
2002,3,520,9387.9,9436.804,9497.554,9570.319,9650.65,9726.946
2002,3,521,9387.9,9434.492,9481.314,9546.998,9617.809,9700.882
2002,4,20,9465.2,9507.2,9570.8,9625.8,9689.3,9780.0
2002,4,40,9465.2,9588.6,9659.9,9709.0,9769.6,9835.0
2002,4,65,9465.2,9488.775,9535.867,9587.888,9642.549,9702.258
2002,4,84,9465.2,9492.0,9546.0,9651.0,9670.0,9740.0
2002,4,99,9465.2,9501.3,9568.0,9641.1,9729.3,9817.0
2002,4,405,9465.2,9512.2,9571.1,9653.7,9725.3,9833.0
