YEAR,QUARTER,ID,UNEMP1,UNEMP2,UNEMP3,UNEMP4,UNEMP5,UNEMP6
2015,3,463,5.4,5.2559,5.1991,5.1354,5.0716,5.0082
2015,3,484,5.4,5.4,5.5,5.5,5.4,5.4
2015,3,504,5.4,5.3078,5.531,5.3524,5.1733,5.1447
2015,3,506,5.4,5.3,5.2,5.1,5.1,5.0
2015,3,508,5.4,5.3,5.1,5.1,5.0,5.0
2015,3,510,5.4,5.2,5.0,4.9,4.8,4.7
2015,3,512,5.4,5.2,5.0,4.8,4.7,4.6
2015,3,518,5.4,5.3579,5.34,5.2925,5.2419,5.1428
2015,3,520,5.4,5.3,5.2,5.1,5.0,5.1
2015,3,527,5.4,5.2,5.0,4.9,4.8,4.7
2015,3,528,5.4,5.3,5.1,5.0,5.0,4.9
2015,3,533,5.4,5.2,5.1,5.0,4.9,4.9
2015,3,535,5.4,5.2,5.0,4.9,4.8,4.7
2015,3,542,5.4,5.2014,5.0214,4.8414,4.6414,4.4914
2015,3,546,5.4,5.2,5.1,5.1,5.0,5.0
2015,3,548,5.4,5.36,5.31,5.23,5.16,5.12
2015,3,549,5.4,5.2,5.1,5.1,5.1,5.3
2015,3,553,5.4,5.3,5.2,5.1,5.1,5.0
2015,3,555,5.4,5.3,5.2,5.1,5.0,4.9
2015,3,557,5.4,5.2333,5.1,5.1,4.9667,4.8667
2015,3,559,5.4,5.1,4.7,4.5,4.5,4.5
2015,3,560,,,,,,
2015,3,563,5.4,5.3,5.4,5.4,5.5,5.7
2015,3,568,5.4,5.2765,5.1351,5.1069,5.1193,5.1412
2015,3,569,5.4,5.3,5.1,4.9,4.7,4.6
2015,3,570,5.4,5.3769,5.3241,5.2426,5.202,5.1291
2015,3,572,5.4,5.2,5.1,5.0,4.9,4.9
2015,3,574,5.4,5.2825,5.1706,5.0759,4.9984,4.9379
2015,3,575,5.4,5.3,5.4,5.6,5.7,5.8
2015,3,576,5.4,5.3,5.2,5.1,5.0,5.0
2015,3,577,5.4,5.2737,5.2765,5.308,5.3069,5.3383
2015,3,578,5.4,5.1842,5.1105,4.9702,4.8632,4.7895
2015,3,579,5.4,5.24,5.19,5.1148,5.0353,4.9689
2015,3,581,5.4,5.0388,4.7026,4.4672,4.2824,4.1647
2015,4,411,5.2,5.0,4.9,4.8,4.7,4.6
2015,4,421,5.2,5.0,4.8,4.7,4.6,4.5
2015,4,422,5.2,4.9,4.9,4.8,4.8,4.7
2015,4,424,5.2,5.0274,4.7635,4.7039,4.6716,4.6
2015,4,426,5.2,5.0,5.0,4.9,4.9,4.9
2015,4,428,5.2,5.03,5.01,4.99,5.02,4.98
2015,4,429,5.2,5.013,4.944,4.894,4.859,4.801
2015,4,433,5.1667,5.0,4.8967,4.8473,4.8077,4.75
2015,4,456,5.2,5.0,4.9,4.8,4.7,4.7
2015,4,463,5.2,4.9993,4.9066,4.8424,4.7797,4.7121
2015,4,472,5.2,4.9,4.9,4.7,4.6,4.5
2015,4,484,,,,,,
2015,4,504,5.2,4.984,4.9314,4.901,4.8705,4.8499
2015,4,506,5.2,5.09,5.1531,5.0703,5.0128,4.9744
2015,4,507,5.2,5.0167,4.9333,4.8333,4.7167,4.6667
2015,4,508,5.2,5.1903,5.1582,5.1608,5.1667,5.1553
2015,4,510,5.2,4.9,4.8,4.7,4.6,4.5
2015,4,518,5.2,5.1371,5.1476,5.111,5.0981,5.099
2015,4,520,5.2,5.0,4.9,5.0,4.9,4.8
2015,4,523,5.2,5.28,5.36,5.44,5.52,5.6
2015,4,524,5.2,5.0576,4.9828,4.9479,4.9425,4.9416
2015,4,528,5.2,5.0826,5.0078,4.9002,4.7717,4.7908
2015,4,532,,,,,,
2015,4,533,5.2,5.1,5.0,4.8,4.8,4.7
2015,4,535,5.2,5.0,4.9,4.8,4.6,4.5
2015,4,540,5.2,5.0,4.9,4.7,4.5,4.4
2015,4,542,5.2,4.976,4.796,4.596,4.426,4.276
2015,4,546,5.2,5.0,4.9,4.8,4.8,4.7
2015,4,548,5.2,5.11,5.2,5.14,5.1,5.08
2015,4,549,5.2,5.0,4.8,4.9,4.9,4.8
2015,4,553,5.2,5.0,4.9,4.8,4.7,4.6
2015,4,555,5.2,5.0,4.9,4.8,4.7,4.6
2015,4,556,5.2,4.976,4.876,4.816,4.756,4.696
2015,4,557,5.2,5.0,5.0,4.9,4.8,4.7
2015,4,559,5.2,4.9,4.8,4.7,4.6,4.5
2015,4,563,5.2,5.1,5.1,5.2,5.3,5.4
2015,4,568,5.2,4.9952,4.9183,4.7868,4.9005,4.9507
2015,4,569,5.2,5.0,4.9,4.7,4.6,4.5
2015,4,570,5.2,5.2977,5.2481,5.2346,5.1906,5.0805
2015,4,572,5.2,4.9,4.8,4.7,4.7,4.6
2015,4,574,5.2,5.0281,4.9322,4.8535,4.7918,4.7471
2015,4,575,5.2,5.2,5.2,5.3,5.4,5.5
2015,4,576,5.2,5.1,5.1,5.1,5.0,4.9
2015,4,578,5.2,5.0842,4.9439,4.8368,4.7632,4.6561
2015,4,579,5.2,5.06,5.01,4.96,4.9,4.85
2016,1,421,5.0,4.8,4.7,4.6,4.5,4.4
2016,1,422,5.0,4.8,4.7,4.7,4.7,4.6
2016,1,424,5.0,4.7905,4.6471,4.5278,4.5,4.5
2016,1,426,5.0,5.0,4.9,4.9,4.8,4.8
2016,1,433,5.0,4.92,4.8207,4.7353,4.65,4.6636
2016,1,456,5.0,4.9,4.8,4.7,4.6,4.5
2016,1,472,5.0,5.04,4.95,4.81,4.75,4.8
2016,1,484,,,,,,
2016,1,504,5.0,4.9163,4.8946,4.58,4.5568,4.5569
2016,1,506,5.0,4.8333,4.8372,4.8449,4.8386,4.8338
2016,1,507,5.0,4.9,4.8,4.7,4.5917,4.5667
2016,1,508,5.0,4.893,4.7816,4.6816,4.561,4.4574
2016,1,510,5.0,4.9,4.8,4.7,4.6,4.5
2016,1,512,5.0,4.8,4.7,4.6,4.4,4.3
2016,1,518,5.0,5.1476,5.111,5.0981,5.099,5.1308
2016,1,520,5.0,4.9,4.8,4.8,4.7,4.8
2016,1,524,5.0,4.9143,4.8819,4.9728,4.9188,4.7876
2016,1,527,5.0,4.8,4.8,4.5,4.5,4.8
2016,1,528,5.0,5.0147,4.9212,4.8396,4.8274,4.7
2016,1,532,,,,,,
2016,1,533,5.0,4.9,4.8,4.6,4.5,4.5
2016,1,535,5.0,4.9,4.8,4.6,4.5,4.4
2016,1,542,5.0,4.8406,4.6206,4.4106,4.2606,4.1206
2016,1,546,5.0,4.9,4.8,4.8,4.7,4.7
2016,1,548,5.0,4.9,4.84,4.8,4.68,4.87
2016,1,549,5.0,4.9,4.8,4.8,4.7,4.6
2016,1,553,5.0,4.9,4.8,4.7,4.6,4.6
2016,1,555,5.0,4.9,4.8,4.7,4.6,4.5
2016,1,556,5.0,4.8706,4.7206,4.5706,4.5206,4.5206
2016,1,557,5.0,4.96,4.9,4.7967,4.7133,4.6567
2016,1,563,5.0,5.0,5.1,5.3,5.4,5.6
2016,1,568,5.0,4.9211,4.8191,4.7028,4.7355,4.8108
2016,1,569,5.0,4.9,4.7,4.6,4.5,4.4
2016,1,570,5.0,5.0,5.0431,4.9551,4.8687,4.8254
2016,1,572,5.0,4.9,4.8,4.8,4.7,4.6
2016,1,574,5.0,5.0039,4.8187,4.4633,4.4441,4.5494
2016,1,576,5.0,5.0,5.0,4.9,4.9,4.9
2016,1,577,5.0,4.9,4.9,4.9,4.9377,4.9375
2016,1,578,5.0,4.8754,4.7351,4.4947,4.3877,4.4
2016,1,579,5.0,4.85,4.76,4.69,4.64,4.61
2016,2,421,4.9,4.8,4.7,4.6,4.5,4.4
2016,2,422,4.9,5.0286,4.918,4.8277,4.7353,4.6425
2016,2,424,4.9333,4.8,4.6,4.5,4.5,4.4
2016,2,426,4.9,4.9,4.8,4.8,4.7,4.6
2016,2,429,4.9,4.981,4.936,4.912,4.887,4.853
2016,2,433,4.9333,5.0,4.84,4.71,4.65,4.6
2016,2,446,4.9,4.8791,4.8254,4.7723,4.7341,4.6963
2016,2,456,4.9,4.9,4.8,4.6,4.5,4.5
2016,2,463,4.9,4.9,4.8,4.7,4.7,4.6
2016,2,472,4.9,5.0,4.9,4.8,5.0,4.9
2016,2,484,,,,,,
2016,2,504,4.9,4.9737,4.785,4.3722,4.4943,4.3369
2016,2,506,4.9333,4.911,4.9155,4.885,4.8132,4.7766
2016,2,507,4.9,4.9667,4.8667,4.8,4.7,4.7167
2016,2,508,4.9,4.6587,4.5699,4.5633,4.5677,4.5702
2016,2,510,4.9,4.9,4.8,4.7,4.6,4.3
2016,2,518,4.9,4.86,4.8531,4.8484,4.8338,4.8245
2016,2,520,4.9,4.9,4.8,4.7,4.8,4.7
2016,2,523,4.9,5.06,5.18,5.29,5.37,5.43
2016,2,524,4.9,4.8208,4.8263,4.8672,4.7359,4.6761
2016,2,532,,,,,,
2016,2,533,4.9,4.8,4.7,4.6,4.6,4.5
2016,2,535,4.9,4.9,4.8,4.6,4.5,4.4
2016,2,542,4.9,4.8211,4.5811,4.4277,4.2411,4.0711
2016,2,546,4.9,4.9,4.8,4.7,4.7,4.6
2016,2,548,4.9,4.92,4.94,4.92,4.86,4.84
2016,2,549,4.9,4.9,4.8,4.7,4.7,4.6
2016,2,553,4.9,4.9,4.8,4.7,4.6,4.6
2016,2,555,4.9,4.8,4.7,4.6,4.5,4.5
2016,2,556,4.9,4.9235,4.6935,4.5335,4.5335,4.5335
2016,2,557,4.9,4.9,4.7967,4.7133,4.6567,4.6133
2016,2,559,4.9,5.0,4.9,4.8,4.7,4.6
2016,2,563,4.9,4.8,4.9,5.0,5.2,5.4
2016,2,568,4.9,5.0251,4.8756,4.7888,4.7403,4.7212
2016,2,569,4.9,4.7,4.6,4.5,4.4,4.4
2016,2,570,4.9,5.0,4.9821,4.8513,4.8219,4.7955
2016,2,572,4.9,4.8,4.8,4.7,4.6,4.6
2016,2,574,4.9,4.853,4.7753,4.7136,4.6679,4.6379
2016,2,576,4.9,4.9,4.8,4.7,4.7,4.7
2016,2,577,4.9,4.9126,4.9082,4.9425,4.9797,5.0058
2016,2,578,4.9,5.0,4.7,4.6,4.6,4.5
2016,2,579,4.9,4.83,4.73,4.64,4.61,4.59
2016,3,411,4.9,4.8,4.7,4.6,4.5,4.3
2016,3,421,4.9,4.8,4.7,4.6,4.5,4.4
2016,3,422,4.9,4.8,4.8,4.7,4.7,4.7
2016,3,424,4.9,4.8,4.7,4.5,4.4,4.4
2016,3,426,4.9,5.0,5.0,4.8,4.8,4.7
2016,3,433,4.8667,4.84,4.71,4.65,4.6,4.6091
2016,3,446,4.9,4.8,4.7342,4.7366,4.739,4.7413
2016,3,456,4.9,4.8,4.7,4.6,4.5,4.4
2016,3,463,4.9,4.7963,4.739,4.71,4.6843,4.6661
2016,3,472,4.9,4.8,4.7,4.9,4.8,4.8
2016,3,484,,,,,,
2016,3,504,4.9,4.7374,4.3448,4.4429,4.3592,4.4849
2016,3,506,4.8667,4.7984,4.7682,4.7419,4.7382,4.7524
2016,3,507,4.9,4.85,4.7,4.7333,4.6333,4.6333
2016,3,508,4.9,4.7694,4.7528,4.7171,4.6274,4.5223
2016,3,510,4.9,4.8,4.7,4.6,4.3,4.1
2016,3,512,4.9,4.9,4.8,4.7,4.6,4.4
2016,3,518,4.9,4.8349,4.872,4.867,4.8914,4.9249
2016,3,520,4.9,4.8,4.7,4.6,4.7,4.7
2016,3,523,4.9,4.8,4.7,4.8,5.2,5.2
2016,3,527,4.9,4.9,4.7,4.7,4.6,4.6
2016,3,528,4.9,4.8,4.8,4.8,4.8,4.8
2016,3,535,4.9,4.8,4.7,4.6,4.5,4.4
2016,3,542,4.9,4.798,4.658,4.488,4.318,4.148
2016,3,546,4.9,4.8,4.7,4.7,4.6,4.6
2016,3,548,4.9,4.94,4.92,4.86,4.84,4.82
2016,3,549,4.9,4.8,4.7,4.6,4.6,4.6
2016,3,553,4.9,4.8,4.7,4.7,4.6,4.6
2016,3,555,4.9,4.8,4.7,4.7,4.6,4.6
2016,3,557,4.9,4.8,4.8,4.7,4.7,4.6
2016,3,559,4.9,4.9,4.8,4.7,4.6,4.6
2016,3,563,4.9,4.9,5.0,5.2,5.4,5.5
2016,3,568,4.9,4.862,4.8048,4.7639,4.7331,4.6451
2016,3,569,4.9,4.8,4.6,4.5,4.4,4.3
2016,3,570,4.9,4.9074,4.7546,4.7262,4.7164,4.7013
2016,3,572,4.9,4.8,4.7,4.6,4.6,4.6
2016,3,574,4.9,4.7803,4.7184,4.6725,4.6424,4.628
2016,3,575,4.9,4.9,4.8,5.0,5.0,5.1
2016,3,576,4.9,4.8674,4.7647,4.7577,4.7207,4.7264
2016,3,578,4.9,4.8614,4.7263,4.6018,4.5684,4.5684
2016,4,411,4.9,4.8,4.7,4.6,4.5,4.4
2016,4,421,4.9,4.8,4.7,4.6,4.4,4.3
2016,4,422,4.9,4.7,4.6,4.5,4.5,4.4
2016,4,424,4.9,4.8,4.7,4.6,4.5,4.5
2016,4,426,4.9,5.0,4.8,4.8,4.7,4.7
2016,4,429,4.9,4.8644,4.8053,4.7612,4.7084,4.6535
2016,4,433,4.9333,4.89,4.8,4.7404,4.6808,4.6808
2016,4,446,4.9,4.8593,4.7621,4.7621,4.7621,4.7621
2016,4,456,4.9,4.8,4.7,4.7,4.6,4.5
2016,4,463,4.9,4.9,4.8,4.8,4.8,4.8
2016,4,472,4.9,4.84,4.89,4.84,4.83,4.85
2016,4,484,,,,,,
2016,4,504,4.9,4.8377,4.9856,4.9091,4.9843,4.9171
2016,4,506,4.9333,4.88,4.782,4.7294,4.6997,4.6841
2016,4,507,4.9,4.85,4.7833,4.65,4.5833,4.6167
2016,4,508,4.9,4.8429,4.9,4.9,4.9,5.0
2016,4,510,4.9,4.9,4.7,4.5,4.2,4.0
2016,4,512,4.9,4.8,4.8,4.6,4.4,4.3
2016,4,518,4.9,5.0034,5.1034,5.3034,5.3034,5.2034
2016,4,527,4.9,4.9,4.8,4.7,4.7,4.6
2016,4,532,,,,,,
2016,4,535,4.9,4.8,4.7,4.7,4.6,4.5
2016,4,546,4.9,4.9,4.8,4.7,4.7,4.6
2016,4,548,4.9,4.84,4.79,4.79,4.83,4.88
2016,4,549,4.9,4.8,4.7,4.6,4.6,4.5
2016,4,553,4.9,4.8,4.7,4.7,4.6,4.6
2016,4,555,4.9,4.9,4.8,4.7,4.7,4.6
2016,4,556,4.9,4.8257,4.6757,4.539,4.4957,4.4657
2016,4,557,4.9,4.8541,4.7319,4.6046,4.7025,4.6916
2016,4,559,4.9,4.8,4.7,4.6,4.6,4.5
2016,4,560,,,,,,
2016,4,563,4.9,5.0,5.1,5.2,5.4,5.5
2016,4,568,4.9,4.7441,4.6037,4.5363,4.439,4.4006
2016,4,569,4.9,4.8,4.6,4.6,4.5,4.4
2016,4,570,4.9,4.7517,4.7151,4.7003,4.7093,4.6952
2016,4,572,4.9,4.9,4.8,4.8,4.7,4.7
2016,4,574,4.9,4.8595,4.8132,4.7827,4.7679,4.7841
2016,4,575,4.9,4.8,4.9,5.0,5.0,5.1
2016,4,576,4.9,4.8681,4.8872,4.8686,4.8976,4.8007
2016,4,577,4.9,4.9109,4.9292,4.9299,4.9771,4.9746
2016,4,578,4.9,4.8,4.7,4.7,4.7,4.7
2016,4,583,4.9,4.9,4.8,4.7,4.7,4.8
2017,1,411,4.7,4.7,4.6,4.5,4.4,4.3
2017,1,421,4.7,4.6,4.5,4.4,4.3,4.3
2017,1,422,4.7,4.7947,4.7064,4.7057,4.5965,4.4896
2017,1,424,4.7,4.7,4.6,4.5,4.5,4.4
2017,1,426,4.7,4.7,4.6,4.6,4.6,4.6
2017,1,429,4.7,4.6894,4.6518,4.6037,4.5608,4.5352
2017,1,433,4.7,4.69,4.664,4.638,4.569,4.51
2017,1,446,4.7,4.7188,4.7377,4.7566,4.7757,4.8234
2017,1,456,4.7,4.6847,4.5666,4.5093,4.3902,4.3054
2017,1,463,4.7,4.8,4.7,4.7,4.7,4.6
2017,1,472,4.7,4.8,4.8,4.7,4.6,4.6
2017,1,484,,,,,,
2017,1,504,4.7,4.7777,4.4459,4.3576,4.4245,4.343
2017,1,506,4.7,4.74,4.6344,4.5578,4.4816,4.3791
2017,1,508,4.7,4.9,4.9,4.9,5.0,5.0
2017,1,510,4.7,4.6,4.4,4.1,3.8,3.7
2017,1,512,4.7,4.8,4.6,4.4,4.2,4.0
2017,1,518,4.7,4.8,4.9,5.1,5.3,5.5
2017,1,523,4.7,4.8,4.9,5.0,5.0,4.8
2017,1,527,4.7,4.6,4.5,4.4,4.3,4.2
2017,1,532,,,,,,
2017,1,535,4.7,4.7,4.6,4.5,4.5,4.4
2017,1,542,4.7,4.7504,4.6204,4.4704,4.3604,4.2637
2017,1,546,4.7,4.8,4.7,4.7,4.6,4.5
2017,1,548,4.7,4.69,4.57,4.49,4.43,4.35
2017,1,549,4.7,4.7,4.7,4.6,4.5,4.5
2017,1,553,4.7,4.8,4.7,4.6,4.6,4.5
2017,1,555,4.7,4.7,4.7,4.6,4.6,4.5
2017,1,556,4.7,4.7304,4.5937,4.5504,4.5204,4.5504
2017,1,557,4.7,4.6,4.6,4.5,4.5,4.4
2017,1,560,,,,,,
2017,1,563,4.7,4.7,4.7,4.9,5.0,5.2
2017,1,568,4.7,4.6934,4.8557,4.9837,4.9574,4.8938
2017,1,569,4.7,4.7,4.6,4.5,4.4,4.3
2017,1,570,4.7,4.6882,4.6616,4.6469,4.6018,4.5608
2017,1,572,4.7,4.7,4.6,4.6,4.5,4.4
2017,1,574,4.7,4.6598,4.5985,4.5532,4.5237,4.4508
2017,1,576,4.7,4.6066,4.5294,4.4744,4.3497,4.3089
2017,1,577,4.7,4.6757,4.6313,4.5975,4.5944,4.6439
2017,1,578,4.7,4.5,4.4,4.4,4.3,4.2
2017,1,579,4.7,4.7247,4.7104,4.6443,4.6217,4.5475
2017,1,583,4.7,4.8,4.8,4.8,4.8,4.8
2017,2,411,4.7,4.5,4.4,4.3,4.2,4.2
2017,2,421,4.7,4.5,4.4,4.3,4.3,4.3
2017,2,422,4.7,4.4,4.3,4.2,4.1,4.0
2017,2,424,4.7,4.6,4.5,4.5,4.4,4.4
2017,2,426,4.7,4.6,4.5,4.5,4.5,4.4
2017,2,429,4.7,4.4072,4.3751,4.339,4.3072,4.2788
2017,2,433,4.6667,4.5,4.48,4.475,4.45,4.45
2017,2,446,4.7,4.6853,4.7041,4.7229,4.7701,4.8178
2017,2,456,4.7,4.464,4.3554,4.2563,4.2248,4.1934
2017,2,463,4.7,4.4,4.4,4.4,4.4,4.3
2017,2,484,,,,,,
2017,2,504,4.7,4.38,4.22,4.3,4.22,4.13
2017,2,507,4.7,4.4833,4.4,4.3667,4.2833,4.3
2017,2,508,4.7,4.7,4.6,4.5,4.5,4.5
2017,2,510,4.7,4.3,4.1,3.8,3.7,3.6
2017,2,512,4.7,4.5,4.4,4.3,4.2,3.9
2017,2,518,4.7,4.8,4.95,5.0,5.1,5.0
2017,2,527,4.7,4.5,4.4,4.3,4.2,4.2
2017,2,532,,,,,,
2017,2,535,4.7,4.4,4.3,4.3,4.2,4.1
2017,2,546,4.7,4.5,4.4,4.4,4.3,4.3
2017,2,548,4.7,4.57,4.48,4.38,4.27,4.12
2017,2,549,4.7,4.5,4.4,4.3,4.2,4.2
2017,2,555,4.7,4.4,4.4,4.4,4.3,4.3
2017,2,556,4.7,4.4608,4.4141,4.3241,4.3741,4.4941
2017,2,557,4.7,4.5333,4.4,4.4,4.3,4.2667
2017,2,559,4.7,4.6,4.4,4.2,4.0,3.9
2017,2,563,4.7,4.5,4.6,4.7,4.9,5.0
2017,2,568,4.7,4.3764,4.3961,4.3287,4.2028,4.0988
2017,2,569,4.7,4.5,4.4,4.2,4.1,4.0
2017,2,570,4.7,4.736,4.6,4.6,4.6,4.7
2017,2,572,4.7,4.4,4.3,4.2,4.1,4.1
2017,2,574,4.7,4.5387,4.4935,4.4641,4.3913,4.3342
2017,2,576,4.7,4.6241,4.7,4.7,4.7,4.7
2017,2,578,4.7,4.5,4.4,4.4,4.3,4.3
2017,2,579,4.7,4.7,4.6,4.6,4.5,4.5
2017,2,583,4.7,4.5,4.5,4.6,4.5,4.7
2017,3,411,4.4,4.3,4.2,4.1,4.0,4.0
2017,3,421,4.4,4.3,4.2,4.1,4.2,4.3
2017,3,422,4.4,4.3,4.1,4.0,4.0,3.9
2017,3,426,4.4,4.4,4.5,4.4,4.4,4.4
2017,3,433,4.3667,4.31,4.29,4.27,4.27,4.28
2017,3,456,4.4,4.1896,4.1005,3.9851,3.8547,3.8635
2017,3,463,4.4,4.3,4.2,4.1,4.1,4.0
2017,3,472,4.4,4.4,4.3,4.3,4.3,4.2
2017,3,484,,,,,,
2017,3,504,4.4,4.24,4.22,4.48,4.35,4.46
2017,3,506,4.3667,4.2965,4.2361,4.1671,4.0795,4.0399
2017,3,507,4.4,4.3255,4.3,4.2167,4.2167,4.1667
2017,3,508,4.4,4.5851,4.5412,4.5,4.5,4.5
2017,3,510,4.4,4.2,4.0,3.9,3.8,3.7
2017,3,512,4.4,4.3,4.3,4.1,3.9,3.9
2017,3,518,4.4,4.42,4.5,4.47,4.5364,4.6216
2017,3,524,4.4,4.2998,4.3107,4.2226,4.204,4.1173
2017,3,527,4.4,4.3,4.2,4.1,4.1,4.0
2017,3,532,,,,,,
2017,3,535,4.4,4.3,4.2,4.1,4.0,4.0
2017,3,542,4.4,4.2367,4.1167,4.0433,3.9533,3.8867
2017,3,546,4.4,4.3,4.2,4.2,4.1,4.1
2017,3,548,4.4,4.32,4.22,4.09,4.05,4.01
2017,3,549,4.4,4.3,4.3,4.2,4.2,4.3
2017,3,553,4.4,4.3,4.2,4.1,4.1,4.0
2017,3,555,4.4,4.3,4.2,4.1,4.1,4.0
2017,3,556,4.4,4.3197,4.2297,4.2397,4.2997,4.3597
2017,3,557,4.3667,4.3019,4.2408,4.1931,4.1483,4.1047
2017,3,563,4.4,4.3,4.4,4.6,4.8,5.0
2017,3,568,4.4,4.295,4.2884,4.3666,4.4212,4.5109
2017,3,569,4.4,4.3,4.2,4.1,4.0,3.9
2017,3,570,4.4,4.3048,4.3035,4.3229,4.3223,4.3329
2017,3,572,4.4,4.2,4.1,4.1,4.0,4.1
2017,3,574,4.4,4.3383,4.2809,4.2393,4.2134,4.203
2017,3,576,4.4,4.1876,3.978,3.8878,3.7642,3.7184
2017,3,577,4.4,4.3,4.3,4.3,4.3,4.3
2017,3,579,4.4,4.21,4.13,4.03,3.95,3.89
2017,3,583,4.4,4.4,4.5,4.4,4.6,4.5
2017,3,584,4.4,4.3,4.3091,4.3306,4.3597,4.4006
2017,4,411,4.3,4.2,4.1,4.0,4.0,4.0
2017,4,421,4.3,4.2,4.1,4.1,4.3,4.4
2017,4,422,4.3,3.9836,3.8792,3.7802,3.8174,3.7361
2017,4,424,4.3,4.3,4.2,4.2,4.2,4.2
2017,4,428,4.3,4.1,4.0,3.83,3.79,3.69
2017,4,429,4.3,4.2012,4.2423,4.2133,4.1623,4.1334
2017,4,433,4.3,4.1,4.0909,4.0818,4.0727,4.079
2017,4,446,4.3,4.3,4.3,4.2,4.1,4.1
2017,4,456,4.3,4.1376,4.1128,3.9827,3.9297,3.8775
2017,4,472,4.3,4.19,4.17,4.11,4.07,4.04
2017,4,484,,,,,,
2017,4,504,4.3,3.87,3.89,3.98,4.16,4.1
2017,4,507,4.3,4.1958,4.1542,4.1667,4.0667,4.0417
2017,4,508,4.3,4.2345,4.5,4.5,4.5,4.5
2017,4,510,4.3,4.1,4.0,3.9,3.9,3.8
2017,4,512,4.3,4.2,4.1,3.9,3.9,3.7
2017,4,518,4.3,4.1763,4.1042,4.0547,4.0626,4.0332
2017,4,524,4.3,4.2558,4.2264,4.2141,4.2204,4.1966
2017,4,527,4.3,4.2,4.1,4.1,4.0,4.0
2017,4,532,,,,,,
2017,4,535,4.3,4.1,4.0,3.9,3.9,3.8
2017,4,542,4.3,4.1604,4.0904,4.0104,3.9204,3.8904
2017,4,546,4.3,4.2,4.1,4.1,4.0,4.0
2017,4,548,4.3,4.23,4.2,4.21,4.23,4.16
2017,4,549,4.3,4.1,4.1,4.2,4.2,4.2
2017,4,553,4.3,4.2,4.2,4.2,4.1,4.0
2017,4,555,4.3,4.1,4.1,4.0,3.9,3.9
2017,4,556,4.3,4.3016,4.3116,4.3716,4.4316,4.4916
2017,4,557,4.3,4.1985,4.1935,4.0944,3.9935,3.9933
2017,4,559,4.3,4.1477,4.0151,3.9106,3.8345,3.7868
2017,4,563,4.3,4.3,4.4,4.5,4.7,4.9
2017,4,568,4.3,4.0191,4.322,4.4507,4.446,4.323
2017,4,569,4.3,4.1,4.0,3.9,3.8,3.8
2017,4,570,4.3,4.2307,4.2645,4.307,4.3337,4.3662
2017,4,572,4.3,4.1,4.0,3.9,4.0,4.1
2017,4,574,4.3,4.1608,4.1195,4.0939,4.0838,4.0891
2017,4,576,4.3,4.155,4.1101,4.0181,4.013,3.9057
2017,4,578,4.3,4.2,4.0,3.9,3.9,3.8
2017,4,579,4.3,4.1,4.0,4.0,3.9,3.9
2017,4,583,4.3,4.2,4.2,4.3,4.4,4.3
2017,4,584,4.3,4.1,4.0208,3.9568,3.9175,3.9017
2018,1,411,4.1,4.1,4.0,3.9,3.8,3.6
2018,1,421,4.1,4.0,3.9,3.8,3.7,3.6
2018,1,422,4.1,3.8894,3.7282,3.5646,3.5638,3.4402
2018,1,424,4.1,4.0,4.0,3.9,3.9,3.8
2018,1,428,4.1,4.0,3.83,3.68,3.54,3.5
2018,1,433,4.1,4.01,3.99,3.95,3.92,3.94
2018,1,446,4.1,4.1,4.0,3.9,3.8,3.6
2018,1,456,4.1,3.9618,3.8308,3.7005,3.5438,3.4442
2018,1,472,4.1,4.05,3.97,3.93,3.88,3.87
2018,1,484,,,,,,
2018,1,504,4.1,4.0,3.9,3.9,3.8,3.8
2018,1,508,4.1,3.9918,3.894,3.7954,3.7053,3.6357
2018,1,510,4.1,4.2,4.1,4.0,4.0,4.0
2018,1,518,4.1,3.9256,3.7678,3.6234,3.5228,3.5079
2018,1,532,,,,,,
2018,1,533,4.1,4.1,4.0,4.0,4.0,4.0
2018,1,535,4.1,4.1,4.0,4.0,3.9,3.8
2018,1,546,4.1,4.0,3.9,3.9,3.8,3.8
2018,1,548,4.1,3.95,4.0,3.95,3.86,3.8
2018,1,549,4.1,4.1,3.9,4.0,4.0,4.1
2018,1,553,4.1,4.1,4.0,3.9,3.8,3.8
2018,1,555,4.1,4.1,4.0,3.9,3.8,3.8
2018,1,556,4.1,4.1486,4.1586,4.1886,4.2286,4.2886
2018,1,557,4.1,4.092,3.926,3.9357,3.7603,3.8217
2018,1,559,4.1,4.0205,3.8873,3.7539,3.6203,3.5754
2018,1,563,4.1,4.0,4.0,4.2,4.3,4.5
2018,1,568,4.1,4.0956,4.1171,4.0135,3.9937,3.9588
2018,1,569,4.1,4.0,3.9,3.8,3.7,3.6
2018,1,570,4.1,4.0595,4.0539,4.0544,4.0434,4.0336
2018,1,572,4.1,3.9,3.8,3.8,3.9,4.0
2018,1,574,4.1,4.126,4.0539,3.9975,3.9569,3.9471
2018,1,576,4.1,4.0,3.9,3.9,3.8,3.8
2018,1,578,4.1,4.1,3.9,3.9,3.8,3.8
2018,1,579,4.1,4.0017,3.9086,3.8552,3.807,3.7528
2018,1,583,4.1,4.1,4.1,3.9,4.0,4.1
2018,1,584,4.1,4.1,4.0987,4.0993,4.107,4.1336
2018,2,411,4.1,3.9,3.8,3.6,3.5,3.5
2018,2,421,4.1,3.9,3.8,3.7,3.6,3.6
2018,2,422,4.1,3.9,3.7,3.6,3.6,3.5
