YEAR,QUARTER,ID,UNEMP1,UNEMP2,UNEMP3,UNEMP4,UNEMP5,UNEMP6
2018,2,424,4.1,4.0,3.9,3.9,3.8,3.8
2018,2,426,4.0,3.9,3.8,3.7,3.7,3.8
2018,2,428,4.1,3.8417,3.6447,3.4587,3.3852,3.3506
2018,2,429,4.1,3.9549,3.8635,3.8181,3.7707,3.7208
2018,2,433,4.1,3.9,3.8,3.7,3.6,3.6
2018,2,446,4.1,3.9,3.8,3.8,3.7,3.7
2018,2,472,4.1,3.89,3.79,3.72,3.69,3.64
2018,2,484,,,,,,
2018,2,504,4.1203,3.9263,3.8573,3.8383,3.8016,3.7714
2018,2,508,4.1,3.894,3.7954,3.7053,3.6357,3.5864
2018,2,510,4.1,4.0,3.9,3.9,3.9,3.9
2018,2,518,4.1,3.9782,3.9439,3.912,3.7669,3.8381
2018,2,523,4.1,4.0,4.1,4.1,4.2,4.3
2018,2,532,,,,,,
2018,2,535,4.1,3.9,3.8,3.7,3.6,3.5
2018,2,546,4.1,4.0,3.9,3.8,3.7,3.6
2018,2,548,4.1,4.09,4.07,3.98,3.76,3.66
2018,2,549,4.1,3.9,3.9,3.8,3.8,3.9
2018,2,553,4.1,3.9,3.9,3.8,3.7,3.8
2018,2,555,4.1,3.9,3.9,3.8,3.8,3.7
2018,2,556,4.1,4.0088,4.0188,3.9588,3.8988,3.9188
2018,2,557,4.1,3.9153,3.8243,3.7427,3.6987,3.621
2018,2,563,4.1,3.9,4.0,4.1,4.3,4.4
2018,2,568,4.1,3.9413,3.774,3.7844,3.8577,3.8506
2018,2,569,4.1,3.9,3.8,3.7,3.7,3.6
2018,2,570,4.1,4.0799,4.0166,3.9671,3.9076,3.9266
2018,2,572,4.1,3.9,3.8,3.6,3.8,3.9
2018,2,574,4.1,4.0177,3.9462,3.9058,3.8962,3.9173
2018,2,576,4.1,4.0933,4.083,4.0686,4.0516,4.0332
2018,2,578,4.1,4.1,4.0,3.9,3.9,3.6
2018,2,579,4.1,3.8272,3.6992,3.5769,3.4387,3.32
2018,2,583,4.1,3.9,3.9,4.0,3.9,4.0
2018,2,584,4.1,3.9,3.8712,3.8518,3.8621,3.8973
2018,3,411,3.9,3.8,3.6,3.5,3.5,3.5
2018,3,421,3.9,3.8,3.7,3.6,3.6,3.6
2018,3,422,3.9,3.8,3.6,3.5,3.5,3.4
2018,3,424,3.9,3.8,3.8,3.8,3.8,3.8
2018,3,426,3.9,3.8,3.7,3.7,3.8,3.7
2018,3,428,3.9,3.8249,3.6549,3.5188,3.4458,3.3863
2018,3,433,3.9,3.89,3.75,3.665,3.6275,3.6324
2018,3,456,3.9,3.7751,3.5657,3.4079,3.2662,3.1924
2018,3,472,3.9,3.87,3.77,3.76,3.73,3.7
2018,3,484,,,,,,
2018,3,504,3.9,3.8,3.7,3.7,3.7,3.6
2018,3,507,3.9,3.8917,3.75,3.7125,3.6417,3.6542
2018,3,508,3.9,3.6928,3.5237,3.4109,3.3795,3.3992
2018,3,510,3.9,4.0,3.9,4.0,4.0,4.0
2018,3,518,3.9,4.0,3.9,3.7,3.8,3.9
2018,3,524,3.9,3.586,3.4645,3.4649,3.4451,3.3746
2018,3,528,3.9,3.8127,3.6695,3.5704,3.6368,3.477
2018,3,532,,,,,,
2018,3,535,3.9,3.8,3.7,3.6,3.5,3.4
2018,3,546,3.9,3.8,3.7,3.6,3.5,3.4
2018,3,549,3.9,3.8,3.7,3.6,3.6,3.5
2018,3,553,3.9,3.9,3.8,3.7,3.7,3.6
2018,3,555,3.9,3.9,3.8,3.7,3.7,3.6
2018,3,557,3.9,3.8847,3.7323,3.755,3.715,3.7183
2018,3,559,3.9,3.6794,3.4907,3.4314,3.372,3.3126
2018,3,560,3.9,3.89,3.75,3.665,3.6275,3.6324
2018,3,563,3.9,3.9,4.0,4.1,4.3,4.6
2018,3,568,3.9,3.8826,3.9788,3.9451,3.9764,3.9605
2018,3,569,3.9,3.9,3.8,3.7,3.6,3.5
2018,3,570,3.9,3.8221,3.7646,3.7211,3.7214,3.7429
2018,3,572,3.9,3.8,3.6,3.8,3.9,4.0
2018,3,574,3.9,3.8085,3.7376,3.6978,3.6887,3.7103
2018,3,576,3.9,3.8689,3.7248,3.7184,3.6085,3.6373
2018,3,577,3.9,3.8636,3.8782,3.8996,3.9753,4.0978
2018,3,578,3.9,3.8,3.7,3.6,3.5,3.3
2018,3,579,3.9,3.6992,3.5769,3.4387,3.32,3.225
2018,3,583,3.9,3.9,4.0,3.9,4.0,4.0
2018,3,584,3.9,3.9,3.882,3.8766,3.8875,3.9226
2018,4,411,3.8,3.7,3.5,3.4,3.4,3.4
2018,4,421,3.8,3.7,3.6,3.6,3.6,3.7
2018,4,426,3.8333,3.7,3.7,3.8,3.7,3.6
2018,4,428,3.8,3.6459,3.5177,3.3704,3.2828,3.2799
2018,4,429,3.8,3.6812,3.5978,3.5503,3.4834,3.4286
2018,4,433,3.8333,3.645,3.6338,3.6225,3.6113,3.6
2018,4,463,3.8,3.7,3.6,3.6,3.5,3.5
2018,4,472,3.8,3.7,3.68,3.64,3.64,3.68
2018,4,484,,,,,,
2018,4,504,3.8,3.7681,3.7521,3.7159,3.6952,3.6836
2018,4,507,3.8,3.7083,3.6125,3.581,3.5083,3.5023
2018,4,508,3.8,3.8,3.7,3.7,3.8,3.9
2018,4,510,3.8,3.6,3.7,3.7,3.7,3.6
2018,4,518,3.8,3.8787,3.9168,3.9385,3.9629,4.1077
2018,4,523,3.8,4.0,4.1,4.2,4.2,4.3
2018,4,528,3.8,3.6695,3.5704,3.6368,3.477,3.5
2018,4,532,,,,,,
2018,4,535,3.8,3.7,3.6,3.4,3.3,3.3
2018,4,542,3.8,3.5832,3.4332,3.2832,3.1332,2.9832
2018,4,546,3.8,3.7,3.6,3.5,3.4,3.3
2018,4,549,3.8,3.7,3.5,3.5,3.4,3.5
2018,4,555,3.8,3.7,3.7,3.6,3.6,3.5
2018,4,556,3.8,3.7353,3.7853,3.8453,3.9053,3.9653
2018,4,557,3.8,3.664,3.6673,3.62,3.719,3.8
2018,4,563,3.8,3.8,3.9,4.0,4.2,4.3
2018,4,568,3.8,3.6878,3.7468,3.7558,3.7197,3.6867
2018,4,569,3.8,3.7,3.6,3.5,3.4,3.3
2018,4,570,3.8,3.7266,3.6854,3.7023,3.7348,3.7258
2018,4,572,3.8,3.7,3.6,3.6,3.7,3.8
2018,4,574,3.8,3.7007,3.6302,3.5907,3.5819,3.6036
2018,4,576,3.8,3.6672,3.7494,3.6487,3.6743,3.5904
2018,4,577,3.8,3.8,3.8,3.9,3.9,3.9
2018,4,578,3.8,3.7,3.5,3.2,3.3,3.3
2018,4,583,3.8,3.7,3.8,4.0,3.9,3.9
2018,4,584,3.8,3.7,3.7138,3.725,3.7546,3.7996
2018,4,585,3.8,3.5824,3.459,3.3645,3.1382,3.0847
2018,4,586,3.8,3.7,3.8,3.9,4.0,4.0
2019,1,411,3.8,3.8,3.6,3.5,3.5,3.6
2019,1,421,3.8,3.9,3.7,3.6,3.7,3.8
2019,1,422,3.8,3.9,3.7993,3.6595,3.5192,3.3713
2019,1,423,3.8,3.9,4.0,4.0,4.0,4.1
2019,1,424,,,,,,
2019,1,428,3.8,3.8344,3.6753,3.4762,3.3496,3.3819
2019,1,433,3.8,3.84,3.67,3.555,3.51,3.46
2019,1,463,3.8,3.8,3.7,3.6,3.5,3.5
2019,1,472,3.8,3.65,3.69,3.73,3.76,3.8
2019,1,484,,,,,,
2019,1,504,3.7701,3.8566,3.7234,3.7027,3.6912,3.6129
2019,1,508,3.8,3.6901,3.6769,3.676,3.6667,3.6925
2019,1,510,3.8,4.0,4.1,4.1,4.0,3.9
2019,1,518,3.8,3.9896,4.0229,4.0894,4.0712,4.1385
2019,1,528,3.8,3.7049,3.4632,3.424,3.4338,3.4142
2019,1,535,3.8,3.9,3.7,3.6,3.5,3.4
2019,1,542,3.8,3.8684,3.7008,3.5808,3.4808,3.4308
2019,1,546,3.8,3.9,3.8,3.8,3.9,3.9
2019,1,548,3.8,3.72,3.57,3.5,3.48,3.45
2019,1,549,3.8,3.9,3.6,3.4,3.4,3.4
2019,1,553,3.8,3.8,3.7,3.6,3.5,3.5
2019,1,555,3.8,3.9,3.7,3.7,3.6,3.5
2019,1,557,3.8,3.9,3.8,3.9,3.9,3.9
2019,1,559,3.8,3.79,3.6,3.5,3.4,3.4
2019,1,563,3.8,3.8,3.9,4.1,4.2,4.4
2019,1,568,3.8,3.9192,3.9845,3.8651,3.8596,3.8059
2019,1,569,3.8,3.9,3.7,3.6,3.5,3.4
2019,1,570,3.8,3.7744,3.794,3.8182,3.848,3.8443
2019,1,572,3.8,3.8,3.7,3.6,3.7,3.9
2019,1,574,3.8,3.7299,3.6903,3.6813,3.7027,3.7544
2019,1,575,3.8,3.9,3.8,4.0,3.9,4.0
2019,1,576,3.8,3.8659,3.7544,3.6854,3.7051,3.7862
2019,1,577,3.8,3.9,3.9,3.8,4.0,4.1
2019,1,579,3.8,3.5184,3.4122,3.3284,3.267,3.2277
2019,1,583,3.8,4.0,4.0,3.9,3.9,3.9
2019,1,584,3.8,3.9,3.8778,3.8415,3.8223,3.8183
2019,1,585,3.8,3.7574,3.3962,3.209,3.2024,3.3155
2019,1,586,3.8,3.8,3.84,3.89,3.98,4.09
2019,2,411,3.9,3.7,3.5,3.5,3.5,3.4
2019,2,421,3.9,3.7,3.6,3.7,3.8,3.9
2019,2,422,3.9,3.6119,3.5018,3.3846,3.2837,3.1831
2019,2,424,3.9,3.7,3.7,3.7,3.7,3.7
2019,2,426,3.9,3.8,3.7,3.6,3.6,3.6
2019,2,428,3.9,3.6,3.47,3.36,3.3,3.21
2019,2,429,3.9,3.6298,3.5784,3.4865,3.4631,3.45
2019,2,433,3.8667,3.57,3.54,3.51,3.46,3.3
2019,2,463,3.9,3.6,3.6,3.6,3.5,3.4
2019,2,472,3.9,3.64,3.57,3.57,3.57,3.64
2019,2,484,,,,,,
2019,2,504,3.9,3.5774,3.5567,3.5454,3.4669,3.3856
2019,2,508,3.9,3.5,3.6,3.8,4.0,4.2
2019,2,510,3.9,3.8,3.8,3.7,3.7,3.6
2019,2,518,3.9,3.6948,3.6827,3.7371,3.8444,3.74
2019,2,524,3.9,3.8347,3.7638,3.6809,3.6754,3.6588
2019,2,532,,,,,,
2019,2,535,3.9,3.6,3.5,3.5,3.4,3.4
2019,2,546,3.9,3.7,3.7,3.8,3.8,3.9
2019,2,548,3.9,3.57,3.5,3.48,3.45,3.43
2019,2,549,3.9,3.6,3.5,3.4,3.4,3.2
2019,2,555,3.9,3.7,3.7,3.6,3.5,3.5
2019,2,557,3.9,3.6,3.7,3.8,3.8,3.9
2019,2,563,3.9,3.8,3.9,4.1,4.3,4.5
2019,2,568,3.9,3.6855,3.6521,3.8032,3.797,3.8566
2019,2,569,3.9,3.7,3.6,3.5,3.5,3.4
2019,2,570,3.9,3.7898,3.8382,3.8747,3.8897,3.989
2019,2,572,3.9,3.7,3.7,3.8,3.9,4.2
2019,2,574,3.9,3.7776,3.7074,3.6679,3.659,3.7107
2019,2,576,3.9,3.7211,3.615,3.6204,3.6906,3.6511
2019,2,577,3.9,3.7,3.8,3.9,4.1,4.1
2019,2,578,3.9,3.7,3.6,3.6,3.8,3.8
2019,2,579,3.9,3.6594,3.6067,3.49,3.4686,3.4592
2019,2,580,3.9,3.4632,3.424,3.4338,3.4142,3.3447
2019,2,583,3.9,3.6,3.8,3.9,3.9,4.0
2019,2,584,3.9,3.6,3.5653,3.5265,3.5083,3.5123
2019,2,585,3.9,3.6121,3.4282,3.4253,3.5429,3.4955
2019,2,586,3.9,3.94,4.05,4.16,4.25,4.32
2019,2,587,3.9,3.8,4.0,4.2,4.5,4.5
2019,2,588,3.9,3.7,3.7,3.6,3.5,3.4
2019,3,411,3.6,3.6,3.5,3.5,3.5,3.4
2019,3,421,3.6,3.7,3.7,3.8,3.9,4.3
2019,3,422,3.6,3.6111,3.6749,3.6063,3.5466,3.5105
2019,3,424,3.6,3.7,3.7,3.7,3.7,3.7
2019,3,426,3.6,3.7,3.6,3.6,3.6,3.6
2019,3,428,3.6,3.65,3.59,3.57,3.51,3.67
2019,3,433,3.6333,3.68,3.57,3.46,3.36,3.46
2019,3,456,3.6,3.6306,3.5631,3.41,3.307,3.1916
2019,3,484,,,,,,
2019,3,504,3.6,3.7129,3.7013,3.6229,3.5418,3.5369
2019,3,508,3.6,3.6067,3.7764,4.0042,4.1987,4.404
2019,3,510,3.6,3.6,3.6,3.5,3.5,3.4
2019,3,518,3.6,3.6,3.6,3.7,3.8,3.9
2019,3,527,3.6,3.6,3.6,3.7,3.7,3.8
2019,3,528,3.6,3.5761,3.4857,3.3966,3.3061,3.2283
2019,3,535,3.6,3.7,3.6,3.5,3.5,3.4
2019,3,546,3.6,3.7,3.8,3.8,3.9,4.1
2019,3,549,3.6,3.6,3.5,3.4,3.4,3.5
2019,3,555,3.6,3.6,3.6,3.5,3.4,3.6
2019,3,557,3.6,3.603,3.669,3.806,3.826,3.906
2019,3,563,3.6,3.6,3.8,3.9,4.2,4.4
2019,3,568,3.6,3.7285,3.8074,3.8251,3.8563,3.7734
2019,3,570,3.6,3.6573,3.6651,3.6598,3.7299,3.7852
2019,3,572,3.6,3.7,3.8,3.9,4.2,4.5
2019,3,574,3.6,3.5843,3.5756,3.5973,3.6494,3.762
2019,3,576,3.6,3.5192,3.5407,3.6561,3.4807,3.4213
2019,3,577,3.6,3.5855,3.5807,3.7,3.7,3.8
2019,3,578,3.6,3.6578,3.7107,3.7121,3.6531,3.8068
2019,3,579,3.6,3.6191,3.5308,3.5098,3.4699,3.452
2019,3,583,3.6,3.7,3.8,3.9,3.8,3.9
2019,3,584,3.6,3.7,3.6837,3.64,3.5997,3.5819
2019,3,585,3.6,3.5062,3.4223,3.5641,3.5204,3.3789
2019,3,586,3.6,3.52,3.47,3.45,3.56,3.7
2019,3,587,3.6,3.8,4.0,4.25,4.5,4.7
2019,3,588,3.6,3.6333,3.5667,3.5,3.4,3.4
2019,4,411,3.6,3.5,3.5,3.4,3.4,3.4
2019,4,421,3.6,3.7,3.8,4.0,4.3,4.7
2019,4,422,3.6,3.5573,3.4732,3.5261,3.4934,3.5359
2019,4,423,3.6,3.5635,3.504,3.5105,3.4981,3.4652
2019,4,424,3.6,3.7,3.7,3.7,3.7,3.7
2019,4,426,3.6,3.5,3.6,3.6,3.6,3.6
2019,4,428,3.6,3.5574,3.5533,3.5779,3.6864,3.8151
2019,4,433,3.6,3.56,3.55,3.36,3.52,3.56
2019,4,456,3.6,3.563,3.4759,3.4017,3.3465,3.2334
2019,4,463,3.6,3.5,3.5,3.5,3.5,3.5
2019,4,472,3.6,3.72,3.73,3.83,3.89,3.95
2019,4,504,3.6,3.5629,3.4851,3.4045,3.3999,3.3952
2019,4,507,3.6,3.595,3.58,3.5617,3.54,3.525
2019,4,508,3.6,3.7063,3.7737,3.8283,3.9347,4.1065
2019,4,510,3.6,3.5,3.5,3.4,3.3,3.3
2019,4,518,3.6,3.703,3.7925,3.8208,4.0127,4.2199
2019,4,528,3.6,3.4857,3.3966,3.3061,3.2283,3.1853
2019,4,535,3.6,3.5,3.5,3.4,3.4,3.4
2019,4,546,3.6,3.6,3.7,3.8,4.0,4.2
2019,4,549,3.6,3.6,3.5,3.5,3.4,3.4
2019,4,553,3.6,3.6,3.6,3.6,3.7,3.7
2019,4,555,3.6,3.6,3.6,3.5,3.6,3.7
2019,4,557,3.6,3.6193,3.6843,3.71,3.756,3.7697
2019,4,559,3.6,3.7461,3.8101,3.8806,3.8374,3.7897
2019,4,563,3.6,3.7,3.8,4.0,4.2,4.4
2019,4,568,3.6,3.5573,3.5225,3.3987,3.5814,3.5793
2019,4,569,3.6,3.6,3.5,3.4,3.4,3.3
2019,4,570,3.6,3.6707,3.7402,3.7823,3.8142,3.8296
2019,4,572,3.6,3.7,3.8,3.9,4.1,4.3
2019,4,574,3.6,3.658,3.7076,3.744,3.8256,3.9519
2019,4,576,3.6,3.5886,3.5213,3.5735,3.5618,3.5489
2019,4,577,3.6,3.7,3.8,3.8,3.9,4.1
2019,4,578,3.6,3.5,3.6,3.7,3.9,3.9
2019,4,579,3.6,3.5639,3.5429,3.5204,3.5204,3.5204
2019,4,583,3.6,3.6,3.7,3.7,3.8,3.7
2019,4,584,3.6,3.6,3.6648,3.6662,3.6533,3.6481
2019,4,586,3.6,3.66,3.71,3.86,3.99,4.05
2019,4,587,3.6,3.8,4.1,4.3,4.6,4.6
2019,4,588,3.6,3.5,3.5,3.5,3.4,3.4
2020,1,411,3.5,3.4,3.4,3.4,3.3,3.3
2020,1,421,3.5,3.7,3.7,3.8,3.8,3.8
2020,1,422,3.5,3.395,3.2141,3.0699,2.9979,2.9308
2020,1,423,3.5,3.4487,3.4037,3.372,3.3506,3.3361
2020,1,426,3.5,3.6,3.6,3.6,3.6,3.5
2020,1,428,3.5333,3.552,3.5377,3.5651,3.6081,3.7046
2020,1,429,3.5,3.4978,3.3893,3.3363,3.312,3.3079
2020,1,433,3.5,3.5333,3.3633,3.5433,3.5633,3.5733
2020,1,463,3.5,3.5,3.5,3.5,3.5,3.5
2020,1,484,,,,,,
2020,1,504,3.5,3.4868,3.3607,3.3561,3.3516,3.347
2020,1,507,3.5,3.6,3.6,3.5,3.5,3.5
2020,1,508,3.5,3.5386,3.558,3.6262,3.6653,3.6591
2020,1,510,3.5,3.5,3.4,3.3,3.3,3.3
2020,1,518,3.5,3.472,3.5047,3.5047,3.5123,3.5079
2020,1,528,3.5,3.3814,3.2939,3.2407,3.1905,3.1502
2020,1,535,3.5,3.5,3.4,3.4,3.4,3.3
2020,1,546,3.5,3.6,3.6,3.6,3.7,3.8
2020,1,549,3.5,3.6,3.5,3.5,3.6,3.6
2020,1,553,3.5,3.6,3.6,3.7,3.7,3.7
2020,1,555,3.5,3.6,3.5,3.6,3.6,3.6
2020,1,557,3.5,3.64,3.62,3.731,3.746,3.7747
2020,1,563,3.5,3.5,3.6,3.7,3.9,4.1
2020,1,568,3.5,3.5823,3.2822,3.4655,3.4254,3.409
2020,1,569,3.5,3.6,3.5,3.4,3.3,3.3
2020,1,570,3.5,3.5682,3.6031,3.6552,3.6704,3.6936
2020,1,572,3.5,3.6,3.6,3.7,3.8,4.0
2020,1,574,3.5,3.5056,3.4669,3.4736,3.5255,3.6221
2020,1,576,3.5,3.6,3.6,3.6,3.6,3.6
2020,1,577,3.5,3.6,3.7,3.8,3.8,3.8
2020,1,578,3.5,3.669,3.7812,3.9067,3.9576,4.0691
2020,1,579,3.5,3.5429,3.5204,3.5204,3.5204,3.5204
2020,1,584,3.5,3.6,3.5903,3.5512,3.5206,3.504
2020,1,585,3.5,3.7036,3.7017,3.7264,3.7017,3.6922
2020,1,586,3.5,3.5,3.5,3.6,3.7,3.8
2020,1,587,3.5,3.8,3.9,4.0,4.0,4.1
2020,1,588,3.5,3.5333,3.4,3.5,3.5,3.5
2020,2,411,3.8,18.1,19.6,18.2,15.8,13.8
2020,2,421,3.8,18.5,15.8,12.3,9.0,8.0
2020,2,422,3.8,16.5536,15.1027,14.4496,13.7187,12.3975
2020,2,424,3.8,16.0,9.0,9.0,8.0,8.0
2020,2,426,3.8,14.7,11.1,14.2,13.5,13.4
2020,2,428,3.8,15.0022,8.3553,8.977,9.2456,9.2759
2020,2,429,3.8,17.4209,11.7178,8.9451,8.1162,7.8391
2020,2,433,3.8,16.2,13.2,10.4216,9.2162,8.0108
2020,2,463,3.8,12.9,9.0,7.5,6.5,5.7
2020,2,472,3.8,13.7,14.34,15.32,15.32,15.86
2020,2,484,3.8,18.94,19.8519,16.8464,13.1045,8.7597
2020,2,504,3.8,10.5529,7.1749,6.164,5.4926,4.9675
2020,2,508,3.8,9.5236,6.9236,6.5027,6.4756,6.2875
2020,2,510,3.8,12.9,7.0,7.0,6.9,6.8
2020,2,518,3.8,14.4,13.2,12.1,11.2285,10.6871
2020,2,524,3.8,17.6043,15.3882,13.4976,11.1664,9.305
2020,2,527,3.8,13.2,11.7,9.7,9.3,8.8
2020,2,528,3.8,17.6,12.4,9.0,7.6,7.0
2020,2,535,3.8,16.4,11.3,7.7,6.7,6.2
2020,2,546,3.8,15.0,10.0,8.0,6.0,5.5
2020,2,548,3.8,8.38,9.82,10.25,9.7,8.48
2020,2,549,3.8,16.3,15.4,14.1,12.1,11.1
2020,2,553,3.8,15.0,13.0,11.0,10.0,10.0
2020,2,555,3.8,17.6,12.1,8.1,7.1,6.6
2020,2,557,3.8,16.038,10.784,8.752,7.298,6.284
2020,2,559,3.8,15.6831,13.3107,11.0012,9.6963,8.8185
2020,2,560,3.8,16.2,10.1,11.1,12.2,12.3
2020,2,563,3.8,18.0,15.0,12.0,8.0,5.0
2020,2,568,3.8,15.2866,13.573,12.291,10.687,9.7988
2020,2,569,3.8,20.6,25.0,20.0,18.0,15.0
2020,2,570,3.8,16.9208,11.5,7.8,7.4,7.1
2020,2,572,3.8,18.1,20.5,18.0,15.9,14.9
2020,2,574,3.8,14.4971,12.8849,10.8743,8.9673,7.5806
2020,2,576,3.8,12.5276,8.1941,8.9367,9.3762,9.5683
2020,2,577,3.8,20.5,17.25,14.0,12.0,11.0
2020,2,578,3.8,12.3,10.8,10.1,8.8,7.4
2020,2,579,3.8,18.2111,15.2441,13.2768,12.4753,11.2859
2020,2,584,3.8,15.7,16.5445,16.773,16.0913,14.9512
2020,2,585,3.8,15.2855,10.6909,9.5542,9.1997,8.9043
2020,2,586,3.8,20.1,16.8,13.4,11.2,9.2
2020,2,587,3.8,17.0,13.0,11.0,10.0,7.0
2020,2,588,3.8,18.4333,24.5333,17.1667,7.9333,6.8667
2020,3,411,13.0,9.3,8.1,7.1,6.5,6.0
2020,3,421,13.0,10.7,9.8,9.0,8.4,7.8
2020,3,422,13.0,10.7464,10.546,9.9861,9.6008,8.6732
2020,3,423,13.0,13.3,12.3,12.0,11.5,11.4
2020,3,426,13.0,11.1,14.2,13.5,13.4,11.1
2020,3,433,13.0,10.0,9.3,8.6689,7.9378,7.2068
2020,3,456,13.0,10.1918,9.3126,8.3329,7.4082,6.928
2020,3,484,13.0,9.75,9.0,8.75,8.25,7.75
2020,3,504,13.0,9.3309,8.1183,7.7487,7.4473,6.451
2020,3,507,13.0,9.85,8.4667,7.5,6.7975,6.3025
2020,3,508,13.0,10.0,8.8,7.8034,6.8609,6.0685
2020,3,510,13.0,8.7,8.6,8.4,8.2,8.0
2020,3,518,13.0,9.365,9.6945,9.0492,8.4386,8.1909
2020,3,528,13.0,10.5306,9.9724,9.1825,8.6508,7.4713
2020,3,535,13.0,9.5,7.6,6.6,5.9,5.3
2020,3,546,13.0,9.8,8.2,7.2,6.4,5.6
2020,3,549,13.0,9.9,9.5,9.1,8.5,8.2
2020,3,555,13.0,9.6,8.3,7.5,7.1,6.6
2020,3,557,13.0,9.679,8.745,8.29,7.974,7.7107
2020,3,559,13.0,9.9687,9.0682,8.4029,7.7353,6.964
2020,3,560,13.0,9.4,9.5,9.9,9.6,9.1
2020,3,563,13.0,9.0,9.0,8.5,8.5,8.2
2020,3,568,13.0,13.9073,13.1065,12.6135,12.7474,12.5157
2020,3,569,13.0,10.0,9.0,9.0,8.0,8.0
2020,3,570,13.0,11.4404,10.0654,9.1254,8.4385,7.9245
2020,3,572,13.0,10.2,9.7,9.2,8.5,7.4
2020,3,574,13.0,9.7397,8.6949,7.8758,7.4106,7.1406
2020,3,576,13.0,10.0,9.8,9.5,9.1,8.9
2020,3,577,13.0,10.0,9.6,9.2,9.0,8.6
2020,3,579,13.0,9.9736,9.8468,9.6676,9.2245,8.4095
2020,3,584,13.0,10.2,9.6491,9.3306,9.1917,9.171
2020,3,585,13.0,10.3386,9.5447,9.2337,8.9146,8.5879
2020,3,586,13.0,11.4,10.6,9.2,7.8,6.4
2020,3,587,13.0,11.0,9.5,9.25,9.0,8.0
2020,3,588,13.0,9.3333,8.3,7.7,7.3,7.0
2020,4,411,8.8,7.6,6.8,6.5,6.2,6.1
2020,4,421,8.8,7.0,6.9,6.8,6.7,6.6
2020,4,422,8.8,7.9031,7.6375,7.0666,6.5228,5.695
2020,4,424,8.8,7.5,7.0,6.5,6.3,6.0
2020,4,426,8.8,8.3,8.2,8.0,7.4,7.2
2020,4,429,8.8,6.7757,6.375,5.9987,5.7752,5.6104
2020,4,433,8.8,7.42,6.91,6.6802,6.4504,6.2205
2020,4,456,8.8,6.73,6.394,5.9632,5.5007,5.3056
2020,4,472,8.8,7.6,6.7,6.2,6.1,5.7
2020,4,504,8.8,6.4667,4.4531,3.7828,3.5753,3.5729
2020,4,507,8.8,6.7,6.4,6.1,5.8,5.5
2020,4,508,8.8,7.6,7.2,6.8,6.3,5.8
2020,4,510,8.8,7.8,7.6,7.3,7.2,7.0
2020,4,518,8.8,7.1,7.5,7.6,7.0,7.0
2020,4,528,8.8,7.2,7.0,6.4,5.8,5.6
2020,4,535,8.8,6.7,6.1,5.5,4.8,4.2
2020,4,546,8.8,6.6,6.0,5.6,5.3,5.0
2020,4,548,8.8,7.37,6.43,6.04,5.59,5.22
2020,4,549,8.8,7.6,7.6,7.2,6.9,7.0
2020,4,553,8.8,7.0,6.8,6.5,6.2,6.3
2020,4,555,8.8,6.8,6.7,6.5,6.2,5.9
2020,4,557,8.8,6.7953,6.4833,6.1732,5.8652,5.5525
2020,4,563,8.8,6.6,6.4,6.2,6.0,5.8
2020,4,568,8.8,6.8281,6.2194,6.4989,6.2304,6.0735
2020,4,569,8.8,6.5,5.5,5.0,5.0,4.5
2020,4,570,8.8,8.198,7.6476,6.6,6.3,6.0
2020,4,572,8.8,6.8,7.0,6.7,6.5,6.2
2020,4,574,8.8,6.805,6.1481,5.6896,5.4249,5.1988
2020,4,577,8.8,7.0,7.0,6.8,6.6,6.4
2020,4,578,8.8,6.6,6.4,5.9,5.5,5.2
2020,4,579,8.8,7.1,7.0,6.7581,6.1129,5.5362
2020,4,586,8.8,6.5,6.3,5.9,5.7,5.5
2020,4,587,8.8,7.0,7.0,6.5,6.0,5.8
2020,4,588,8.8,6.7,6.3,6.0,5.7,5.4
2020,4,589,8.8,6.8,6.5,6.3,6.1,6.1
2020,4,590,8.8333,6.9118,6.544,6.1234,5.6879,5.1679
2020,4,591,8.8,7.5,7.7,7.9,7.5,6.0
2021,1,411,6.8,6.3,5.9,5.5,5.0,4.5
2021,1,421,6.8,6.7,6.6,6.5,6.4,6.3
2021,1,422,6.8,6.523,6.2761,5.765,4.9837,4.2349
2021,1,424,6.8,6.7,6.3,5.9,5.5,
2021,1,426,6.8,6.8784,7.1361,7.0104,6.8,6.4
2021,1,429,6.8,6.292,5.9813,5.612,5.2954,5.0246
2021,1,433,6.8,6.75,6.4,5.715,5.03,4.8056
2021,1,456,6.8,6.346,5.9501,5.0947,4.3161,3.9257
2021,1,463,6.8,6.3,6.0,5.4,4.9,4.6
2021,1,484,6.8,6.6,6.6,6.5,6.5,6.4
2021,1,504,6.8,6.1831,6.2605,5.1688,4.1996,3.8109
2021,1,507,6.8,6.4333,6.1714,5.6659,5.1604,4.7382
2021,1,508,6.8,6.315,6.1305,5.4359,4.917,4.4216
2021,1,510,6.8,6.6,6.3,6.0,5.8,5.6
2021,1,518,6.8,6.2176,6.0442,6.065,5.9574,5.6654
2021,1,524,6.8,6.1886,5.9989,5.0637,5.0218,4.7337
2021,1,528,6.8,6.0554,5.5518,5.3956,5.0851,4.7337
2021,1,535,6.8,6.2,5.7,4.9,4.3,4.0
2021,1,546,6.8,6.3,5.8,5.4,5.0,4.7
2021,1,549,6.8,6.5,6.2,5.9,5.7,5.6
2021,1,553,6.8,6.1,5.7,5.4,5.3,4.7
